unit_nr,event_time,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
33,2026-01-01 00:01:04,64,-0.0028,-0.0003,100.0,518.67,642.09,1588.64,1393.61,14.62,21.61,554.03,2388.01,9066.17,1.30,47.12,522.11,2388.02,8146.19,8.4084,0.03,393,2388,100.00,38.87,23.4436
41,2026-01-01 00:01:04,64,0.0027,0.0005,100.0,518.67,642.27,1583.89,1399.08,14.62,21.61,553.91,2388.01,9066.63,1.30,47.47,522.13,2388.01,8143.60,8.4355,0.03,393,2388,100.00,38.87,23.3468
44,2026-01-01 00:01:04,64,-0.0009,-0.0003,100.0,518.67,642.15,1586.66,1398.84,14.62,21.60,554.59,2387.99,9063.03,1.30,47.36,521.88,2388.05,8145.32,8.4080,0.03,392,2388,100.00,39.12,23.4309
47,2026-01-01 00:01:04,64,-0.0043,0.0004,100.0,518.67,642.22,1584.91,1394.21,14.62,21.61,554.61,2388.00,9066.69,1.30,47.30,522.30,2388.03,8148.15,8.4057,0.03,392,2388,100.00,38.88,23.4677
54,2026-01-01 00:01:04,64,-0.0013,0.0004,100.0,518.67,642.16,1592.19,1388.31,14.62,21.61,555.46,2388.02,9060.64,1.30,47.21,522.37,2388.00,8145.58,8.3846,0.03,390,2388,100.00,39.11,23.3878
63,2026-01-01 00:01:04,64,-0.0024,0.0003,100.0,518.67,642.56,1590.49,1406.18,14.62,21.61,552.88,2388.11,9065.44,1.30,47.48,521.08,2388.11,8139.49,8.4293,0.03,392,2388,100.00,38.98,23.3718
67,2026-01-01 00:01:04,64,0.0016,0.0002,100.0,518.67,642.51,1590.84,1408.74,14.62,21.61,553.32,2388.09,9061.42,1.30,47.45,522.39,2388.10,8143.87,8.4233,0.03,393,2388,100.00,39.03,23.4402
70,2026-01-01 00:01:04,64,0.0043,-0.0004,100.0,518.67,642.35,1588.10,1414.66,14.62,21.61,552.71,2388.08,9062.98,1.30,47.62,521.29,2388.13,8137.52,8.4412,0.03,393,2388,100.00,38.88,23.3668
71,2026-01-01 00:01:04,64,0.0004,-0.0004,100.0,518.67,642.43,1592.62,1401.17,14.62,21.61,553.17,2388.05,9049.03,1.30,47.36,521.91,2388.01,8131.80,8.4113,0.03,393,2388,100.00,38.57,23.3415
75,2026-01-01 00:01:04,64,0.0001,0.0004,100.0,518.67,642.53,1590.31,1404.22,14.62,21.61,553.66,2388.11,9046.88,1.30,47.62,521.46,2388.17,8126.12,8.4442,0.03,393,2388,100.00,38.74,23.2201
76,2026-01-01 00:01:04,64,0.0011,-0.0002,100.0,518.67,642.98,1591.32,1402.14,14.62,21.61,553.54,2388.16,9051.94,1.30,47.63,521.04,2388.16,8134.06,8.4247,0.03,394,2388,100.00,39.03,23.2873
78,2026-01-01 00:01:04,64,-0.0009,-0.0001,100.0,518.67,642.09,1579.69,1397.25,14.62,21.61,555.01,2387.99,9065.40,1.30,47.16,522.53,2388.02,8143.26,8.3824,0.03,391,2388,100.00,39.02,23.5269
83,2026-01-01 00:01:04,64,0.0006,-0.0000,100.0,518.67,642.17,1585.25,1400.82,14.62,21.61,554.36,2387.99,9052.07,1.30,47.06,522.44,2388.02,8138.03,8.4182,0.03,390,2388,100.00,39.00,23.4278
90,2026-01-01 00:01:04,64,-0.0024,-0.0003,100.0,518.67,642.08,1585.06,1403.93,14.62,21.61,553.77,2388.09,9052.99,1.30,47.34,522.31,2387.99,8134.52,8.4200,0.03,393,2388,100.00,38.88,23.2940
92,2026-01-01 00:01:04,64,-0.0019,0.0004,100.0,518.67,642.31,1588.90,1408.18,14.62,21.61,554.01,2388.03,9053.15,1.30,47.48,521.91,2388.06,8137.00,8.4055,0.03,391,2388,100.00,38.85,23.3307
93,2026-01-01 00:01:04,64,0.0023,0.0002,100.0,518.67,641.69,1587.33,1404.90,14.62,21.61,554.37,2388.06,9063.82,1.30,47.31,522.07,2388.07,8146.49,8.3889,0.03,393,2388,100.00,38.92,23.3226
97,2026-01-01 00:01:04,64,0.0023,0.0005,100.0,518.67,642.79,1589.27,1407.02,14.62,21.61,553.76,2388.03,9055.89,1.30,47.55,521.74,2388.08,8130.93,8.3974,0.03,393,2388,100.00,39.14,23.4789
99,2026-01-01 00:01:04,64,0.0008,0.0002,100.0,518.67,641.80,1577.12,1395.95,14.62,21.61,553.78,2388.01,9056.64,1.30,47.32,521.66,2388.05,8140.57,8.4413,0.03,392,2388,100.00,39.00,23.4075
1,2026-01-01 00:01:05,65,-0.0000,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.30,47.56,521.54,2388.13,8132.94,8.4406,0.03,392,2388,100.00,38.90,23.3752
7,2026-01-01 00:01:05,65,-0.0035,-0.0003,100.0,518.67,642.31,1578.07,1396.60,14.62,21.61,554.11,2388.01,9071.37,1.30,47.28,522.18,2387.98,8150.85,8.4259,0.03,390,2388,100.00,39.00,23.5043
8,2026-01-01 00:01:05,65,0.0017,0.0002,100.0,518.67,642.33,1592.63,1411.72,14.62,21.61,553.15,2388.17,9045.47,1.30,47.63,521.07,2388.18,8126.65,8.4577,0.03,393,2388,100.00,38.75,23.3226
9,2026-01-01 00:01:05,65,0.0016,0.0003,100.0,518.67,642.64,1582.06,1400.38,14.62,21.61,554.36,2387.98,9070.65,1.30,47.31,522.63,2387.95,8147.06,8.4003,0.03,391,2388,100.00,39.06,23.3906
10,2026-01-01 00:01:05,65,-0.0004,-0.0003,100.0,518.67,642.34,1583.08,1400.65,14.62,21.61,554.44,2388.05,9055.08,1.30,47.22,522.20,2388.09,8140.00,8.4073,0.03,390,2388,100.00,39.11,23.4998
13,2026-01-01 00:01:05,65,0.0019,0.0005,100.0,518.67,642.60,1594.17,1410.38,14.62,21.61,553.04,2388.12,9062.30,1.30,47.59,521.59,2388.12,8131.35,8.4390,0.03,393,2388,100.00,38.99,23.1712
14,2026-01-01 00:01:05,65,0.0015,-0.0000,100.0,518.67,643.05,1591.85,1406.30,14.62,21.61,553.89,2388.13,9057.52,1.30,47.40,520.98,2388.13,8145.58,8.4552,0.03,393,2388,100.00,38.97,23.2124
16,2026-01-01 00:01:05,65,0.0001,-0.0001,100.0,518.67,642.87,1583.82,1410.34,14.62,21.61,553.69,2388.12,9052.15,1.30,47.59,521.20,2388.13,8133.98,8.4666,0.03,393,2388,100.00,38.90,23.1628
21,2026-01-01 00:01:05,65,-0.0003,-0.0006,100.0,518.67,642.67,1586.79,1404.30,14.62,21.61,553.45,2388.09,9050.94,1.30,47.60,521.67,2388.11,8127.96,8.4376,0.03,392,2388,100.00,38.89,23.3527
24,2026-01-01 00:01:05,65,-0.0000,0.0004,100.0,518.67,642.60,1587.32,1405.48,14.62,21.61,553.88,2388.09,9062.61,1.30,47.28,521.69,2388.11,8137.22,8.4181,0.03,393,2388,100.00,38.81,23.2913
26,2026-01-01 00:01:05,65,0.0017,-0.0004,100.0,518.67,642.80,1591.29,1412.90,14.62,21.61,552.34,2388.15,9042.51,1.30,47.46,521.50,2388.09,8132.17,8.4122,0.03,391,2388,100.00,38.84,23.2550
27,2026-01-01 00:01:05,65,-0.0008,-0.0002,100.0,518.67,642.70,1590.78,1406.97,14.62,21.61,553.23,2388.10,9060.49,1.30,47.63,522.24,2388.06,8138.62,8.4179,0.03,393,2388,100.00,38.88,23.3298
33,2026-01-01 00:01:05,65,0.0033,0.0000,100.0,518.67,642.49,1580.96,1403.85,14.62,21.61,554.17,2388.01,9059.15,1.30,47.15,522.36,2388.05,8140.82,8.4129,0.03,390,2388,100.00,38.90,23.4350
41,2026-01-01 00:01:05,65,-0.0012,0.0002,100.0,518.67,642.03,1587.47,1397.30,14.62,21.61,553.17,2388.01,9062.41,1.30,47.30,522.00,2388.07,8142.82,8.3904,0.03,393,2388,100.00,39.12,23.4441
44,2026-01-01 00:01:05,65,0.0005,-0.0003,100.0,518.67,642.20,1585.56,1401.47,14.62,21.61,554.09,2387.99,9060.22,1.30,47.25,521.83,2388.00,8147.28,8.3880,0.03,392,2388,100.00,38.99,23.3870
47,2026-01-01 00:01:05,65,-0.0005,-0.0000,100.0,518.67,641.83,1581.59,1405.33,14.62,21.61,553.51,2387.97,9063.53,1.30,47.34,522.02,2387.99,8145.50,8.3789,0.03,392,2388,100.00,39.10,23.5199
54,2026-01-01 00:01:05,65,0.0006,-0.0005,100.0,518.67,641.92,1593.20,1398.21,14.62,21.61,554.32,2388.04,9061.99,1.30,47.12,522.18,2388.01,8146.62,8.3755,0.03,392,2388,100.00,39.12,23.3815
63,2026-01-01 00:01:05,65,-0.0034,0.0006,100.0,518.67,642.54,1588.54,1407.06,14.62,21.61,553.54,2388.05,9060.39,1.30,47.68,521.44,2388.03,8144.16,8.4513,0.03,392,2388,100.00,39.03,23.2668
67,2026-01-01 00:01:05,65,-0.0032,-0.0004,100.0,518.67,642.24,1593.31,1403.29,14.62,21.61,553.55,2388.09,9065.06,1.30,47.36,521.79,2388.05,8140.86,8.4517,0.03,392,2388,100.00,38.85,23.2815
70,2026-01-01 00:01:05,65,0.0043,-0.0004,100.0,518.67,642.31,1581.73,1404.08,14.62,21.61,553.61,2388.06,9062.05,1.30,47.46,521.63,2388.07,8143.40,8.4314,0.03,394,2388,100.00,38.90,23.3583
71,2026-01-01 00:01:05,65,0.0000,-0.0003,100.0,518.67,642.57,1584.28,1401.73,14.62,21.61,553.40,2388.13,9050.10,1.30,47.68,521.31,2388.07,8127.87,8.4243,0.03,394,2388,100.00,38.78,23.4079
75,2026-01-01 00:01:05,65,-0.0018,0.0001,100.0,518.67,642.56,1586.48,1413.01,14.62,21.61,553.91,2388.13,9041.69,1.30,47.46,522.07,2388.04,8120.37,8.4096,0.03,393,2388,100.00,38.88,23.3891
76,2026-01-01 00:01:05,65,-0.0004,0.0003,100.0,518.67,642.30,1591.88,1399.65,14.62,21.61,554.41,2388.11,9054.34,1.30,47.42,521.48,2388.04,8139.87,8.4286,0.03,391,2388,100.00,38.66,23.1976
78,2026-01-01 00:01:05,65,0.0007,0.0004,100.0,518.67,642.49,1581.95,1394.86,14.62,21.61,554.71,2388.03,9057.72,1.30,47.09,522.36,2387.98,8138.39,8.3967,0.03,392,2388,100.00,39.18,23.3452
83,2026-01-01 00:01:05,65,0.0002,-0.0005,100.0,518.67,642.17,1589.25,1403.86,14.62,21.61,554.26,2387.99,9057.82,1.30,46.98,522.26,2387.98,8144.51,8.3678,0.03,392,2388,100.00,38.97,23.5090
90,2026-01-01 00:01:05,65,0.0043,0.0000,100.0,518.67,642.49,1591.68,1398.09,14.62,21.61,554.58,2387.98,9054.81,1.30,47.12,522.07,2388.05,8133.78,8.4029,0.03,394,2388,100.00,38.98,23.2972
92,2026-01-01 00:01:05,65,-0.0019,0.0004,100.0,518.67,642.67,1593.98,1395.89,14.62,21.61,554.57,2388.03,9049.29,1.30,47.49,521.85,2388.05,8135.35,8.4265,0.03,392,2388,100.00,38.93,23.3420
93,2026-01-01 00:01:05,65,0.0016,-0.0004,100.0,518.67,641.82,1585.99,1402.55,14.62,21.61,554.15,2388.05,9054.08,1.30,47.40,522.25,2387.96,8137.26,8.3916,0.03,393,2388,100.00,39.09,23.4733
97,2026-01-01 00:01:05,65,0.0010,0.0003,100.0,518.67,642.33,1589.93,1401.49,14.62,21.61,553.76,2388.06,9052.97,1.30,47.25,522.25,2388.06,8130.70,8.3973,0.03,391,2388,100.00,39.11,23.3553
99,2026-01-01 00:01:05,65,-0.0023,-0.0000,100.0,518.67,642.44,1589.66,1406.99,14.62,21.61,554.37,2388.04,9052.37,1.30,47.19,522.25,2388.06,8134.78,8.4222,0.03,392,2388,100.00,39.13,23.4986
1,2026-01-01 00:01:06,66,-0.0007,-0.0004,100.0,518.67,642.50,1588.50,1399.52,14.62,21.61,554.00,2388.06,9059.45,1.30,47.14,521.76,2388.05,8128.32,8.3911,0.03,391,2388,100.00,38.95,23.3152
7,2026-01-01 00:01:06,66,0.0000,-0.0002,100.0,518.67,642.54,1586.72,1399.23,14.62,21.61,554.53,2387.98,9062.81,1.30,47.42,522.88,2387.94,8148.32,8.4027,0.03,393,2388,100.00,39.05,23.3637
8,2026-01-01 00:01:06,66,-0.0012,0.0004,100.0,518.67,642.65,1589.96,1410.23,14.62,21.61,553.33,2388.18,9052.06,1.30,47.79,520.67,2388.13,8127.10,8.4809,0.03,393,2388,100.00,38.84,23.2782
9,2026-01-01 00:01:06,66,0.0003,-0.0001,100.0,518.67,642.20,1585.41,1394.61,14.62,21.61,554.37,2388.02,9068.65,1.30,47.08,522.31,2388.00,8148.44,8.4314,0.03,392,2388,100.00,39.05,23.3870
10,2026-01-01 00:01:06,66,0.0009,0.0002,100.0,518.67,641.95,1588.58,1399.24,14.62,21.61,554.45,2388.03,9049.55,1.30,47.35,522.43,2388.01,8135.72,8.3896,0.03,391,2388,100.00,39.08,23.2852
13,2026-01-01 00:01:06,66,0.0034,-0.0002,100.0,518.67,642.68,1586.39,1403.29,14.62,21.61,553.59,2388.13,9057.50,1.30,47.58,521.86,2388.07,8142.94,8.4566,0.03,395,2388,100.00,38.83,23.2897
14,2026-01-01 00:01:06,66,0.0011,-0.0003,100.0,518.67,642.48,1585.86,1409.77,14.62,21.61,553.35,2388.11,9066.97,1.30,47.52,521.52,2388.06,8142.61,8.4729,0.03,393,2388,100.00,38.77,23.3841
16,2026-01-01 00:01:06,66,0.0045,0.0000,100.0,518.67,642.45,1591.03,1407.18,14.62,21.61,552.76,2388.10,9063.34,1.30,47.51,520.71,2388.08,8140.24,8.4223,0.03,393,2388,100.00,38.78,23.2820
21,2026-01-01 00:01:06,66,0.0012,-0.0000,100.0,518.67,642.45,1590.71,1404.86,14.62,21.61,554.03,2388.14,9051.43,1.30,47.54,521.70,2388.13,8134.63,8.4070,0.03,392,2388,100.00,38.76,23.2898
24,2026-01-01 00:01:06,66,0.0008,-0.0003,100.0,518.67,642.44,1588.16,1401.97,14.62,21.61,554.22,2388.01,9060.68,1.30,47.27,521.29,2388.05,8144.87,8.4125,0.03,391,2388,100.00,38.94,23.2961
26,2026-01-01 00:01:06,66,0.0014,-0.0002,100.0,518.67,642.81,1591.39,1407.43,14.62,21.61,553.47,2388.09,9051.14,1.30,47.66,521.71,2388.12,8128.78,8.4109,0.03,393,2388,100.00,38.94,23.2372
27,2026-01-01 00:01:06,66,-0.0050,-0.0003,100.0,518.67,642.81,1589.64,1406.18,14.62,21.61,553.80,2388.07,9065.48,1.30,47.47,521.52,2388.09,8142.88,8.4438,0.03,393,2388,100.00,38.90,23.1849
33,2026-01-01 00:01:06,66,-0.0039,-0.0004,100.0,518.67,642.99,1582.59,1399.58,14.62,21.61,554.15,2387.98,9052.16,1.30,47.17,522.14,2388.03,8147.85,8.4236,0.03,392,2388,100.00,39.10,23.3718
41,2026-01-01 00:01:06,66,-0.0024,-0.0002,100.0,518.67,642.12,1587.24,1396.98,14.62,21.61,554.87,2388.02,9076.33,1.30,47.30,521.97,2388.01,8146.39,8.4173,0.03,393,2388,100.00,38.94,23.3509
44,2026-01-01 00:01:06,66,-0.0016,0.0003,100.0,518.67,642.28,1580.55,1402.30,14.62,21.61,554.33,2388.03,9067.99,1.30,47.30,522.10,2388.04,8151.97,8.4267,0.03,392,2388,100.00,38.91,23.3531
47,2026-01-01 00:01:06,66,0.0012,0.0002,100.0,518.67,642.40,1584.11,1394.33,14.62,21.61,554.25,2388.04,9066.95,1.30,47.13,522.08,2388.02,8146.43,8.4152,0.03,391,2388,100.00,39.01,23.4295
54,2026-01-01 00:01:06,66,-0.0024,-0.0002,100.0,518.67,642.56,1583.41,1401.06,14.62,21.61,554.51,2388.01,9062.48,1.30,47.18,521.99,2388.08,8140.42,8.3853,0.03,392,2388,100.00,39.04,23.3567
63,2026-01-01 00:01:06,66,0.0020,-0.0004,100.0,518.67,642.53,1594.99,1408.08,14.62,21.61,552.99,2388.03,9065.13,1.30,47.49,521.01,2388.11,8140.53,8.4491,0.03,392,2388,100.00,38.79,23.2956
67,2026-01-01 00:01:06,66,0.0019,-0.0001,100.0,518.67,642.27,1586.00,1409.07,14.62,21.61,554.48,2388.02,9069.33,1.30,47.53,521.98,2388.04,8147.30,8.4107,0.03,393,2388,100.00,38.97,23.3633
70,2026-01-01 00:01:06,66,-0.0013,0.0003,100.0,518.67,642.45,1590.07,1418.84,14.62,21.61,553.44,2388.06,9058.13,1.30,47.58,521.81,2388.10,8145.51,8.4242,0.03,393,2388,100.00,38.87,23.3148
71,2026-01-01 00:01:06,66,-0.0022,-0.0001,100.0,518.67,642.68,1588.12,1404.56,14.62,21.61,553.42,2388.12,9053.66,1.30,47.52,521.90,2388.12,8130.46,8.4193,0.03,393,2388,100.00,38.81,23.2994
75,2026-01-01 00:01:06,66,0.0042,0.0002,100.0,518.67,642.58,1585.71,1403.16,14.62,21.61,553.63,2388.12,9044.27,1.30,47.57,521.69,2388.14,8119.00,8.4487,0.03,394,2388,100.00,39.03,23.3713
76,2026-01-01 00:01:06,66,0.0016,0.0002,100.0,518.67,642.52,1590.53,1411.91,14.62,21.61,553.04,2388.10,9062.81,1.30,47.77,521.26,2388.09,8129.20,8.4151,0.03,392,2388,100.00,38.80,23.2512
78,2026-01-01 00:01:06,66,-0.0048,0.0001,100.0,518.67,641.69,1586.59,1399.64,14.62,21.61,554.08,2387.99,9057.62,1.30,47.39,522.50,2388.01,8139.06,8.4035,0.03,391,2388,100.00,39.02,23.4911
83,2026-01-01 00:01:06,66,0.0034,-0.0000,100.0,518.67,642.04,1585.17,1400.96,14.62,21.61,554.76,2388.04,9057.74,1.30,47.01,522.71,2387.93,8144.42,8.3699,0.03,391,2388,100.00,39.04,23.5411
90,2026-01-01 00:01:06,66,-0.0041,-0.0002,100.0,518.67,642.34,1585.77,1401.15,14.62,21.61,553.51,2388.08,9052.40,1.30,47.40,521.92,2388.06,8132.50,8.4455,0.03,391,2388,100.00,38.90,23.2617
92,2026-01-01 00:01:06,66,-0.0038,0.0004,100.0,518.67,642.36,1590.60,1404.10,14.62,21.61,553.92,2388.07,9056.12,1.30,47.16,521.87,2388.02,8134.31,8.4116,0.03,392,2388,100.00,38.96,23.2726
93,2026-01-01 00:01:06,66,-0.0030,-0.0003,100.0,518.67,641.83,1592.16,1400.57,14.62,21.61,554.15,2388.01,9060.67,1.30,47.37,521.27,2388.06,8140.84,8.4255,0.03,393,2388,100.00,38.74,23.3521
97,2026-01-01 00:01:06,66,0.0006,-0.0002,100.0,518.67,642.36,1586.09,1398.94,14.62,21.61,554.81,2387.98,9055.43,1.30,47.28,521.94,2388.05,8134.60,8.3912,0.03,391,2388,100.00,38.96,23.3096
99,2026-01-01 00:01:06,66,0.0023,-0.0004,100.0,518.67,642.81,1592.30,1398.55,14.62,21.61,554.17,2388.06,9056.93,1.30,47.41,521.87,2388.01,8145.15,8.3689,0.03,391,2388,100.00,39.11,23.3709
1,2026-01-01 00:01:07,67,0.0016,-0.0004,100.0,518.67,642.33,1590.22,1403.02,14.62,21.61,554.31,2388.10,9050.24,1.30,47.39,522.64,2388.08,8134.07,8.3925,0.03,393,2388,100.00,38.97,23.2910
7,2026-01-01 00:01:07,67,0.0005,0.0000,100.0,518.67,642.61,1582.70,1402.68,14.62,21.61,554.02,2388.00,9070.66,1.30,47.35,522.20,2388.01,8149.89,8.3811,0.03,391,2388,100.00,38.94,23.2758
8,2026-01-01 00:01:07,67,-0.0025,0.0001,100.0,518.67,643.01,1598.92,1416.24,14.62,21.61,553.62,2388.18,9038.84,1.30,47.79,521.34,2388.14,8125.15,8.4402,0.03,394,2388,100.00,38.80,23.3558
9,2026-01-01 00:01:07,67,0.0017,0.0002,100.0,518.67,641.90,1586.88,1403.17,14.62,21.61,554.07,2388.04,9068.95,1.30,47.20,522.56,2387.95,8151.98,8.4011,0.03,393,2388,100.00,39.05,23.4275
10,2026-01-01 00:01:07,67,-0.0020,0.0002,100.0,518.67,642.04,1589.24,1407.40,14.62,21.60,555.01,2388.03,9053.21,1.30,47.15,522.40,2388.03,8135.54,8.3763,0.03,390,2388,100.00,39.15,23.3072
13,2026-01-01 00:01:07,67,0.0008,-0.0004,100.0,518.67,642.85,1587.87,1411.71,14.62,21.61,553.67,2388.10,9052.26,1.30,47.62,521.59,2388.07,8138.04,8.4770,0.03,390,2388,100.00,38.62,23.3134
14,2026-01-01 00:01:07,67,-0.0025,0.0003,100.0,518.67,642.63,1585.68,1407.51,14.62,21.61,553.59,2388.05,9063.26,1.30,47.48,521.32,2388.11,8147.31,8.4081,0.03,394,2388,100.00,38.76,23.2700
16,2026-01-01 00:01:07,67,0.0028,-0.0001,100.0,518.67,642.45,1596.45,1408.07,14.62,21.61,552.55,2388.15,9055.59,1.30,47.67,521.25,2388.17,8135.57,8.4580,0.03,393,2388,100.00,38.77,23.3148
21,2026-01-01 00:01:07,67,-0.0042,0.0002,100.0,518.67,642.49,1593.55,1414.14,14.62,21.61,554.28,2388.06,9053.58,1.30,47.53,521.71,2388.09,8134.64,8.4219,0.03,392,2388,100.00,38.77,23.2420
24,2026-01-01 00:01:07,67,-0.0011,0.0001,100.0,518.67,643.06,1590.24,1399.31,14.62,21.61,553.73,2388.02,9063.73,1.30,47.24,521.68,2388.05,8141.02,8.4111,0.03,395,2388,100.00,38.86,23.3732
26,2026-01-01 00:01:07,67,-0.0034,-0.0001,100.0,518.67,642.87,1593.64,1413.48,14.62,21.61,553.44,2388.10,9044.09,1.30,47.43,521.39,2388.10,8135.19,8.4042,0.03,394,2388,100.00,38.85,23.2758
27,2026-01-01 00:01:07,67,0.0000,0.0002,100.0,518.67,642.57,1586.59,1412.39,14.62,21.61,554.00,2388.07,9069.14,1.30,47.43,521.83,2388.07,8142.67,8.4508,0.03,395,2388,100.00,38.94,23.3121
33,2026-01-01 00:01:07,67,0.0007,0.0001,100.0,518.67,642.64,1581.92,1397.59,14.62,21.61,553.87,2388.03,9074.83,1.30,47.21,521.48,2387.99,8143.20,8.4268,0.03,392,2388,100.00,39.11,23.4046
41,2026-01-01 00:01:07,67,0.0023,0.0001,100.0,518.67,642.57,1592.68,1397.86,14.62,21.61,553.77,2388.03,9070.20,1.30,47.29,522.31,2388.02,8145.52,8.4081,0.03,394,2388,100.00,39.07,23.4797
44,2026-01-01 00:01:07,67,-0.0023,-0.0002,100.0,518.67,642.17,1587.07,1404.48,14.62,21.61,554.29,2388.08,9060.12,1.30,47.38,522.31,2388.05,8146.81,8.4276,0.03,391,2388,100.00,38.91,23.3862
47,2026-01-01 00:01:07,67,0.0011,-0.0005,100.0,518.67,642.07,1583.78,1400.62,14.62,21.60,554.14,2388.01,9063.90,1.30,47.41,522.43,2387.98,8147.25,8.4090,0.03,389,2388,100.00,39.07,23.4957
54,2026-01-01 00:01:07,67,0.0005,0.0004,100.0,518.67,642.13,1586.19,1402.83,14.62,21.61,553.87,2388.05,9068.40,1.30,47.27,522.40,2387.97,8140.31,8.4087,0.03,392,2388,100.00,38.96,23.3857
63,2026-01-01 00:01:07,67,-0.0023,0.0004,100.0,518.67,642.39,1583.66,1410.40,14.62,21.61,553.63,2388.07,9060.15,1.30,47.56,521.28,2388.10,8137.54,8.4512,0.03,392,2388,100.00,38.92,23.3494
67,2026-01-01 00:01:07,67,0.0014,-0.0004,100.0,518.67,642.59,1594.94,1409.50,14.62,21.61,553.72,2388.04,9065.78,1.30,47.47,521.78,2388.02,8145.01,8.4094,0.03,393,2388,100.00,38.95,23.3100
70,2026-01-01 00:01:07,67,0.0008,0.0001,100.0,518.67,643.05,1589.46,1407.97,14.62,21.61,553.48,2388.06,9065.02,1.30,47.39,521.46,2388.05,8140.76,8.4314,0.03,393,2388,100.00,38.77,23.3704
71,2026-01-01 00:01:07,67,-0.0021,-0.0003,100.0,518.67,641.89,1589.29,1402.83,14.62,21.61,554.03,2388.08,9052.05,1.30,47.46,521.81,2388.13,8132.53,8.4450,0.03,393,2388,100.00,38.82,23.3265
75,2026-01-01 00:01:07,67,-0.0010,0.0001,100.0,518.67,642.85,1586.13,1410.75,14.62,21.61,553.76,2388.16,9048.00,1.30,47.32,521.94,2388.12,8126.45,8.4341,0.03,393,2388,100.00,38.88,23.3569
76,2026-01-01 00:01:07,67,0.0045,0.0004,100.0,518.67,643.14,1593.91,1407.38,14.62,21.61,553.82,2388.15,9055.31,1.30,47.60,520.91,2388.16,8128.78,8.4577,0.03,395,2388,100.00,38.71,23.2325
78,2026-01-01 00:01:07,67,0.0039,-0.0005,100.0,518.67,642.10,1583.62,1393.91,14.62,21.61,554.74,2387.98,9058.16,1.30,47.32,522.05,2387.96,8141.37,8.3868,0.03,391,2388,100.00,39.00,23.5012
83,2026-01-01 00:01:07,67,0.0032,0.0001,100.0,518.67,642.34,1586.44,1391.00,14.62,21.61,554.21,2387.99,9059.87,1.30,47.12,522.37,2388.01,8143.53,8.4272,0.03,392,2388,100.00,38.88,23.5438
90,2026-01-01 00:01:07,67,-0.0030,-0.0001,100.0,518.67,642.12,1586.23,1401.71,14.62,21.61,553.87,2388.08,9059.68,1.30,47.24,522.12,2388.04,8136.38,8.4055,0.03,393,2388,100.00,38.94,23.3027
92,2026-01-01 00:01:07,67,-0.0011,-0.0000,100.0,518.67,642.64,1586.00,1402.49,14.62,21.61,554.57,2388.09,9057.15,1.30,47.36,522.33,2388.08,8139.02,8.4431,0.03,393,2388,100.00,38.95,23.5021
93,2026-01-01 00:01:07,67,-0.0018,-0.0004,100.0,518.67,642.60,1584.13,1397.59,14.62,21.61,554.08,2388.02,9064.41,1.30,47.36,521.77,2388.07,8143.75,8.3820,0.03,394,2388,100.00,38.97,23.2231
97,2026-01-01 00:01:07,67,-0.0012,0.0002,100.0,518.67,641.84,1587.48,1399.75,14.62,21.61,554.09,2388.07,9045.36,1.30,47.30,522.27,2388.06,8135.61,8.4088,0.03,392,2388,100.00,39.02,23.3317
99,2026-01-01 00:01:07,67,0.0013,0.0000,100.0,518.67,642.50,1583.06,1402.83,14.62,21.61,553.15,2388.09,9059.87,1.30,47.15,521.92,2388.04,8134.75,8.4009,0.03,394,2388,100.00,39.03,23.3992
1,2026-01-01 00:01:08,68,-0.0018,0.0000,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.10,9051.78,1.30,47.36,521.72,2388.07,8132.39,8.4242,0.03,392,2388,100.00,38.95,23.3174
7,2026-01-01 00:01:08,68,0.0006,-0.0005,100.0,518.67,641.80,1586.66,1395.57,14.62,21.61,554.02,2388.03,9072.02,1.30,47.17,521.64,2388.05,8144.90,8.3930,0.03,391,2388,100.00,39.09,23.4418
8,2026-01-01 00:01:08,68,0.0022,-0.0001,100.0,518.67,642.59,1594.01,1409.46,14.62,21.61,554.02,2388.15,9041.41,1.30,47.55,520.95,2388.13,8120.70,8.4435,0.03,394,2388,100.00,38.88,23.2831
9,2026-01-01 00:01:08,68,0.0007,0.0003,100.0,518.67,642.07,1584.94,1399.61,14.62,21.61,554.41,2387.99,9065.31,1.30,47.19,521.70,2387.97,8146.70,8.3892,0.03,391,2388,100.00,38.93,23.4194
10,2026-01-01 00:01:08,68,0.0005,0.0005,100.0,518.67,641.80,1589.24,1404.08,14.62,21.61,554.60,2388.04,9057.53,1.30,47.15,522.45,2388.04,8137.23,8.4128,0.03,393,2388,100.00,39.07,23.4226
13,2026-01-01 00:01:08,68,0.0002,-0.0002,100.0,518.67,643.05,1593.84,1410.46,14.62,21.61,554.39,2388.10,9056.67,1.30,47.46,521.06,2388.09,8141.04,8.4091,0.03,393,2388,100.00,38.94,23.2666
