unit_nr,event_time,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
7,2/1/2024 0:24,24,-0.0015,0.0001,100.0,518.67,642.25,1583.59,1402.61,14.62,21.61,554.75,2388.0,9058.07,1.3,47.33,522.03,2388.01,8136.79,8.4296,0.03,392,2388,100.0,38.85,23.3785
8,2/1/2024 0:24,24,-0.0032,-0.0004,100.0,518.67,642.49,1586.14,1405.18,14.62,21.61,553.97,2388.09,9044.31,1.3,47.39,521.62,2388.09,8126.58,8.4318,0.03,393,2388,100.0,38.87,23.335
9,2/1/2024 0:24,24,0.0005,-0.0003,100.0,518.67,642.08,1595.48,1402.11,14.62,21.61,553.19,2388.1,9049.95,1.3,47.32,521.4,2388.09,8135.64,8.4146,0.03,393,2388,100.0,38.85,23.3051
10,2/1/2024 0:24,24,0.0041,-0.0001,100.0,518.67,642.66,1577.57,1390.23,14.62,21.61,554.25,2388.03,9055.85,1.3,47.21,522.17,2388.0,8137.88,8.3569,0.03,390,2388,100.0,39.04,23.2705
11,2/1/2024 0:24,24,0.0028,0.0003,100.0,518.67,642.96,1585.42,1411.03,14.62,21.61,553.32,2388.18,9041.18,1.3,47.44,521.16,2388.16,8119.73,8.4538,0.03,393,2388,100.0,38.94,23.2866
12,2/1/2024 0:24,24,0.0009,-0.0003,100.0,518.67,642.13,1575.42,1395.67,14.62,21.61,554.62,2388.02,9052.35,1.3,47.3,522.56,2388.04,8141.25,8.3975,0.03,393,2388,100.0,39.04,23.4528
13,2/1/2024 0:24,24,-0.0021,-0.0002,100.0,518.67,642.09,1588.26,1397.81,14.62,21.61,554.55,2388.01,9058.44,1.3,47.28,522.35,2388.02,8145.88,8.4373,0.03,391,2388,100.0,39.07,23.3716
14,2/1/2024 0:24,24,-0.0005,-0.0,100.0,518.67,642.55,1590.97,1404.42,14.62,21.61,552.53,2388.13,9034.43,1.3,47.63,521.79,2388.14,8119.1,8.4379,0.03,393,2388,100.0,38.71,23.2996
15,2/1/2024 0:24,24,0.0012,0.0002,100.0,518.67,642.03,1582.36,1394.63,14.62,21.61,554.08,2387.97,9059.91,1.3,47.22,521.95,2388.03,8139.45,8.3978,0.03,392,2388,100.0,39.33,23.3175
16,2/1/2024 0:24,24,0.0019,0.0003,100.0,518.67,641.88,1579.35,1398.41,14.62,21.61,553.81,2388.06,9049.54,1.3,47.22,521.57,2388.05,8140.41,8.4236,0.03,392,2388,100.0,38.79,23.4698
17,2/1/2024 0:24,24,-0.0018,-0.0001,100.0,518.67,642.15,1582.7,1397.03,14.62,21.61,554.65,2387.99,9072.73,1.3,47.21,522.23,2387.98,8148.64,8.4279,0.03,392,2388,100.0,38.96,23.4485
18,2/1/2024 0:24,24,0.0044,0.0003,100.0,518.67,642.02,1588.03,1398.53,14.62,21.61,554.54,2388.0,9064.55,1.3,47.12,522.39,2388.04,8141.81,8.4176,0.03,393,2388,100.0,39.04,23.374
19,2/1/2024 0:24,24,-0.0007,0.0005,100.0,518.67,642.02,1584.76,1405.91,14.62,21.61,554.47,2388.05,9052.96,1.3,47.15,522.27,2388.0,8138.77,8.4282,0.03,391,2388,100.0,38.91,23.4687
20,2/1/2024 0:24,24,-0.0034,0.0004,100.0,518.67,642.46,1587.36,1399.21,14.62,21.61,553.85,2388.09,9061.89,1.3,47.55,521.78,2388.0,8140.11,8.4065,0.03,391,2388,100.0,38.91,23.4268
21,2/1/2024 0:24,24,0.0012,0.0004,100.0,518.67,642.41,1584.97,1393.32,14.62,21.6,554.45,2388.09,9049.03,1.3,47.35,522.36,2388.03,8136.22,8.4019,0.03,392,2388,100.0,39.06,23.359
22,2/1/2024 0:24,24,0.0034,0.0,100.0,518.67,642.86,1587.74,1409.65,14.62,21.61,552.73,2388.08,9041.32,1.3,47.46,521.58,2388.08,8128.47,8.4282,0.03,391,2388,100.0,38.98,23.3951
23,2/1/2024 0:24,24,-0.0014,-0.0002,100.0,518.67,642.52,1582.27,1390.23,14.62,21.61,554.49,2388.03,9050.43,1.3,46.93,523.15,2388.0,8131.21,8.4057,0.03,391,2388,100.0,38.8,23.3463
24,2/1/2024 0:24,24,-0.0001,-0.0,100.0,518.67,642.18,1587.08,1390.74,14.62,21.61,555.02,2388.02,9061.69,1.3,47.17,522.72,2387.99,8145.5,8.3747,0.03,392,2388,100.0,38.81,23.3602
25,2/1/2024 0:24,24,-0.0008,-0.0005,100.0,518.67,642.09,1580.1,1399.91,14.62,21.61,553.68,2388.07,9047.19,1.3,47.36,521.2,2388.08,8130.19,8.3971,0.03,394,2388,100.0,38.9,23.381
26,2/1/2024 0:24,24,0.0007,0.0001,100.0,518.67,642.31,1588.71,1394.77,14.62,21.61,554.65,2388.04,9062.8,1.3,47.33,521.76,2388.06,8146.57,8.3947,0.03,393,2388,100.0,39.03,23.5177
27,2/1/2024 0:24,24,-0.0009,-0.0005,100.0,518.67,642.5,1585.14,1396.43,14.62,21.61,554.47,2388.0,9044.87,1.3,47.12,521.85,2388.01,8137.71,8.3872,0.03,392,2388,100.0,38.92,23.4091
28,2/1/2024 0:24,24,-0.0018,-0.0001,100.0,518.67,642.58,1587.05,1408.64,14.62,21.61,553.18,2388.12,9041.53,1.3,47.33,521.9,2388.09,8124.69,8.4034,0.03,393,2388,100.0,38.91,23.3406
29,2/1/2024 0:24,24,0.0041,0.0002,100.0,518.67,642.32,1580.5,1400.41,14.62,21.61,554.32,2388.02,9053.98,1.3,47.2,521.98,2388.01,8133.91,8.428,0.03,392,2388,100.0,38.79,23.3779
30,2/1/2024 0:24,24,0.0029,0.0001,100.0,518.67,642.74,1589.48,1405.96,14.62,21.61,554.23,2388.09,9048.22,1.3,47.48,521.67,2388.09,8125.99,8.4542,0.03,392,2388,100.0,38.94,23.3835
31,2/1/2024 0:24,24,0.0004,0.0003,100.0,518.67,642.07,1589.34,1403.06,14.62,21.61,554.28,2387.96,9063.5,1.3,47.24,522.31,2387.97,8151.71,8.3813,0.03,394,2388,100.0,38.86,23.3018
32,2/1/2024 0:24,24,0.0006,0.0001,100.0,518.67,642.05,1581.65,1396.91,14.62,21.6,554.47,2388.03,9071.93,1.3,47.19,522.43,2388.03,8149.1,8.38,0.03,390,2388,100.0,39.05,23.4839
33,2/1/2024 0:24,24,0.002,-0.0002,100.0,518.67,642.08,1592.99,1407.47,14.62,21.61,553.44,2388.1,9052.79,1.3,47.71,520.93,2388.11,8133.61,8.4522,0.03,393,2388,100.0,38.91,23.1466
34,2/1/2024 0:24,24,-0.0007,0.0002,100.0,518.67,641.86,1589.65,1398.5,14.62,21.61,555.02,2387.99,9056.25,1.3,47.12,522.46,2387.94,8145.23,8.3761,0.03,392,2388,100.0,39.06,23.3341
35,2/1/2024 0:24,24,0.0008,-0.0002,100.0,518.67,642.79,1585.75,1403.36,14.62,21.61,553.87,2388.06,9051.84,1.3,47.46,521.33,2388.11,8134.06,8.4613,0.03,393,2388,100.0,38.75,23.327
36,2/1/2024 0:24,24,0.0004,0.0003,100.0,518.67,643.34,1590.12,1402.93,14.62,21.61,553.05,2388.11,9056.37,1.3,47.63,521.21,2388.13,8140.32,8.4518,0.03,394,2388,100.0,38.87,23.1844
37,2/1/2024 0:24,24,-0.0013,0.0002,100.0,518.67,642.24,1582.78,1403.31,14.62,21.61,554.77,2388.05,9054.96,1.3,47.2,521.77,2388.05,8140.43,8.4138,0.03,391,2388,100.0,39.05,23.5428
38,2/1/2024 0:24,24,-0.0002,-0.0001,100.0,518.67,642.65,1587.72,1413.51,14.62,21.61,553.11,2388.1,9048.33,1.3,47.57,521.13,2388.09,8129.92,8.4377,0.03,393,2388,100.0,38.79,23.2768
39,2/1/2024 0:24,24,0.0007,0.0004,100.0,518.67,642.17,1583.99,1406.96,14.62,21.61,554.34,2388.01,9058.3,1.3,47.24,522.34,2387.99,8144.29,8.4077,0.03,392,2388,100.0,38.9,23.4303
40,2/1/2024 0:24,24,-0.0008,0.0,100.0,518.67,642.55,1588.69,1409.86,14.62,21.61,553.51,2388.17,9053.72,1.3,47.69,521.36,2388.07,8131.22,8.4277,0.03,393,2388,100.0,38.79,23.2719
41,2/1/2024 0:24,24,-0.003,-0.0004,100.0,518.67,642.25,1584.26,1402.41,14.62,21.6,553.79,2388.01,9054.74,1.3,47.35,522.4,2388.02,8137.64,8.4001,0.03,391,2388,100.0,39.07,23.4808
42,2/1/2024 0:24,24,0.0009,-0.0003,100.0,518.67,641.91,1588.04,1398.04,14.62,21.61,554.17,2388.04,9049.6,1.3,47.24,522.21,2388.06,8127.31,8.4288,0.03,392,2388,100.0,39.09,23.3472
43,2/1/2024 0:24,24,-0.0021,-0.0004,100.0,518.67,642.35,1582.49,1405.87,14.62,21.61,553.54,2388.04,9043.18,1.3,47.46,522.02,2388.03,8131.6,8.4363,0.03,392,2388,100.0,38.9,23.4027
44,2/1/2024 0:24,24,-0.0007,0.0003,100.0,518.67,642.34,1585.56,1399.81,14.62,21.61,554.25,2388.03,9058.0,1.3,47.3,521.82,2388.09,8139.12,8.4313,0.03,392,2388,100.0,38.85,23.3811
45,2/1/2024 0:24,24,-0.003,-0.0003,100.0,518.67,642.55,1589.13,1413.9,14.62,21.61,554.08,2388.04,9059.46,1.3,47.49,521.78,2388.12,8141.02,8.3776,0.03,393,2388,100.0,38.82,23.3054
46,2/1/2024 0:24,24,0.0011,0.0001,100.0,518.67,642.19,1589.7,1404.28,14.62,21.61,553.75,2388.03,9061.53,1.3,47.18,521.5,2388.04,8136.2,8.4269,0.03,393,2388,100.0,38.86,23.4049
47,2/1/2024 0:24,24,0.0,-0.0001,100.0,518.67,642.5,1591.37,1407.42,14.62,21.61,553.31,2388.15,9044.48,1.3,47.62,520.72,2388.13,8116.87,8.4181,0.03,393,2388,100.0,38.88,23.2379
48,2/1/2024 0:24,24,0.0048,-0.0002,100.0,518.67,642.76,1591.94,1407.39,14.62,21.61,553.51,2388.05,9056.45,1.3,47.51,522.14,2388.07,8136.47,8.3649,0.03,391,2388,100.0,38.86,23.2807
49,2/1/2024 0:24,24,-0.0023,-0.0001,100.0,518.67,642.04,1576.73,1397.18,14.62,21.61,554.39,2388.0,9052.74,1.3,47.22,522.25,2388.09,8140.92,8.404,0.03,391,2388,100.0,39.06,23.4458
50,2/1/2024 0:24,24,0.0016,-0.0004,100.0,518.67,642.85,1586.54,1397.71,14.62,21.61,554.16,2388.08,9059.26,1.3,47.15,521.54,2388.07,8141.0,8.43,0.03,393,2388,100.0,39.03,23.3563
51,2/1/2024 0:24,24,-0.0,-0.0004,100.0,518.67,642.29,1587.33,1396.63,14.62,21.61,554.43,2388.06,9045.92,1.3,47.52,521.02,2388.05,8133.85,8.4173,0.03,393,2388,100.0,38.95,23.2904
52,2/1/2024 0:24,24,0.0005,-0.0004,100.0,518.67,642.12,1580.46,1398.63,14.62,21.6,554.54,2388.01,9046.94,1.3,47.18,522.35,2388.03,8138.68,8.3894,0.03,391,2388,100.0,39.02,23.4063
53,2/1/2024 0:24,24,-0.0004,0.0003,100.0,518.67,642.52,1583.77,1400.25,14.62,21.61,553.64,2388.05,9048.96,1.3,47.29,522.22,2388.06,8136.08,8.3589,0.03,392,2388,100.0,38.87,23.3183
54,2/1/2024 0:24,24,-0.0007,0.0003,100.0,518.67,641.78,1580.96,1395.35,14.62,21.61,554.93,2387.98,9053.96,1.3,47.3,522.81,2387.94,8139.83,8.3937,0.03,390,2388,100.0,38.96,23.4607
55,2/1/2024 0:24,24,-0.0032,0.0,100.0,518.67,642.26,1583.2,1402.52,14.62,21.61,553.83,2388.03,9057.49,1.3,47.18,522.31,2388.04,8130.78,8.4064,0.03,391,2388,100.0,38.85,23.4231
56,2/1/2024 0:24,24,-0.0008,-0.0003,100.0,518.67,642.92,1588.94,1408.61,14.62,21.61,553.33,2388.14,9047.82,1.3,47.56,521.49,2388.16,8118.8,8.4614,0.03,393,2388,100.0,38.89,23.2806
57,2/1/2024 0:24,24,-0.0002,0.0005,100.0,518.67,642.37,1588.09,1407.69,14.62,21.61,553.66,2388.1,9045.65,1.3,47.44,521.32,2388.06,8128.07,8.4231,0.03,393,2388,100.0,38.69,23.361
58,2/1/2024 0:24,24,0.0005,0.0004,100.0,518.67,642.21,1585.19,1396.16,14.62,21.61,553.78,2388.02,9048.05,1.3,47.43,521.9,2388.0,8130.1,8.3993,0.03,393,2388,100.0,39.04,23.3806
59,2/1/2024 0:24,24,0.0004,-0.0003,100.0,518.67,642.36,1587.41,1399.03,14.62,21.61,553.96,2388.06,9051.52,1.3,47.24,522.21,2388.05,8133.1,8.3853,0.03,393,2388,100.0,38.94,23.3622
60,2/1/2024 0:24,24,0.0009,-0.0003,100.0,518.67,642.54,1588.91,1404.47,14.62,21.61,553.91,2388.1,9058.31,1.3,47.42,521.32,2388.06,8135.56,8.4416,0.03,394,2388,100.0,38.88,23.2652
61,2/1/2024 0:24,24,0.0003,-0.0001,100.0,518.67,642.39,1589.03,1402.48,14.62,21.61,554.01,2387.94,9061.45,1.3,47.18,522.23,2388.05,8146.67,8.3824,0.03,391,2388,100.0,39.06,23.3425
62,2/1/2024 0:24,24,-0.0004,-0.0002,100.0,518.67,642.35,1582.02,1397.96,14.62,21.61,554.57,2387.99,9057.09,1.3,47.18,522.43,2388.02,8132.99,8.4002,0.03,391,2388,100.0,38.8,23.4197
63,2/1/2024 0:24,24,-0.0002,-0.0002,100.0,518.67,642.37,1587.37,1403.36,14.62,21.61,552.98,2388.08,9045.79,1.3,47.28,521.5,2388.08,8135.11,8.407,0.03,392,2388,100.0,38.77,23.3757
64,2/1/2024 0:24,24,0.0008,-0.0003,100.0,518.67,642.89,1584.86,1403.33,14.62,21.61,553.85,2388.04,9058.14,1.3,47.41,522.06,2388.13,8137.76,8.4027,0.03,392,2388,100.0,38.94,23.4084
65,2/1/2024 0:24,24,-0.0006,0.0004,100.0,518.67,641.93,1580.62,1398.79,14.62,21.61,554.54,2387.97,9056.9,1.3,47.39,522.94,2388.04,8149.4,8.3716,0.03,392,2388,100.0,39.0,23.4101
66,2/1/2024 0:24,24,0.0013,0.0001,100.0,518.67,643.11,1589.89,1400.89,14.62,21.61,553.25,2388.07,9059.96,1.3,47.54,521.47,2388.1,8139.24,8.446,0.03,393,2388,100.0,38.86,23.264
67,2/1/2024 0:24,24,0.0004,0.0004,100.0,518.67,642.76,1583.58,1397.99,14.62,21.61,553.83,2388.08,9058.87,1.3,47.51,522.03,2388.04,8145.36,8.4267,0.03,392,2388,100.0,38.96,23.2611
68,2/1/2024 0:24,24,-0.0001,-0.0005,100.0,518.67,642.64,1581.99,1399.78,14.62,21.61,554.38,2388.13,9054.19,1.3,47.42,522.41,2388.09,8137.78,8.4039,0.03,392,2388,100.0,38.9,23.4216
69,2/1/2024 0:24,24,-0.0027,-0.0004,100.0,518.67,642.85,1585.54,1403.04,14.62,21.61,552.6,2388.11,9054.01,1.3,47.21,521.25,2388.04,8125.38,8.4159,0.03,391,2388,100.0,38.82,23.3792
70,2/1/2024 0:24,24,-0.0035,0.0002,100.0,518.67,642.78,1589.99,1401.98,14.62,21.61,553.43,2388.07,9049.8,1.3,47.43,521.91,2388.07,8125.87,8.424,0.03,393,2388,100.0,39.07,23.4632
71,2/1/2024 0:24,24,-0.0003,-0.0002,100.0,518.67,641.79,1594.84,1396.85,14.62,21.61,553.97,2388.05,9069.4,1.3,47.09,522.06,2388.02,8152.55,8.4214,0.03,391,2388,100.0,38.77,23.2986
72,2/1/2024 0:24,24,-0.0044,-0.0,100.0,518.67,642.48,1585.12,1397.4,14.62,21.6,554.11,2388.04,9063.41,1.3,47.31,521.81,2388.09,8145.52,8.3861,0.03,393,2388,100.0,38.99,23.3878
73,2/1/2024 0:24,24,-0.002,-0.0004,100.0,518.67,642.18,1580.43,1398.23,14.62,21.6,554.74,2387.96,9054.78,1.3,47.26,522.52,2388.0,8138.3,8.4042,0.03,391,2388,100.0,39.06,23.3418
74,2/1/2024 0:24,24,-0.0032,-0.0002,100.0,518.67,642.48,1590.64,1401.04,14.62,21.61,553.63,2388.03,9050.41,1.3,47.41,521.83,2388.07,8138.85,8.4552,0.03,393,2388,100.0,38.79,23.1684
75,2/1/2024 0:24,24,0.001,-0.0001,100.0,518.67,642.49,1584.35,1396.52,14.62,21.61,553.63,2388.01,9054.82,1.3,47.16,522.13,2388.04,8143.72,8.3848,0.03,392,2388,100.0,38.98,23.3199
76,2/1/2024 0:24,24,0.0016,0.0001,100.0,518.67,641.82,1583.04,1401.73,14.62,21.61,554.24,2388.02,9066.29,1.3,47.36,522.14,2388.02,8139.4,8.4218,0.03,392,2388,100.0,39.0,23.4705
77,2/1/2024 0:24,24,0.004,0.0003,100.0,518.67,642.48,1586.99,1398.93,14.62,21.61,554.13,2388.02,9045.46,1.3,47.41,522.3,2388.04,8134.39,8.4001,0.03,393,2388,100.0,38.8,23.4301
78,2/1/2024 0:24,24,-0.0004,0.0,100.0,518.67,641.98,1586.41,1389.91,14.62,21.6,555.53,2387.99,9062.95,1.3,47.02,522.65,2387.95,8144.85,8.3922,0.03,391,2388,100.0,38.97,23.4828
79,2/1/2024 0:24,24,-0.0048,0.0002,100.0,518.67,642.55,1579.05,1403.8,14.62,21.61,554.26,2388.04,9040.45,1.3,47.2,522.36,2388.04,8136.4,8.3916,0.03,392,2388,100.0,39.02,23.4058
80,2/1/2024 0:24,24,-0.0009,-0.0001,100.0,518.67,642.27,1591.56,1406.91,14.62,21.61,553.43,2388.03,9060.15,1.3,47.36,521.76,2388.09,8148.48,8.4474,0.03,391,2388,100.0,39.07,23.3447
81,2/1/2024 0:24,24,0.0001,0.0003,100.0,518.67,642.48,1576.21,1397.49,14.62,21.61,553.7,2388.04,9072.04,1.3,47.29,522.45,2387.98,8154.04,8.4158,0.03,391,2388,100.0,39.01,23.3806
82,2/1/2024 0:24,24,-0.0008,-0.0001,100.0,518.67,642.65,1576.82,1405.6,14.62,21.61,553.71,2388.04,9065.32,1.3,47.36,521.98,2388.01,8146.57,8.4236,0.03,391,2388,100.0,39.0,23.3362
83,2/1/2024 0:24,24,-0.0006,0.0003,100.0,518.67,642.28,1594.88,1404.19,14.62,21.61,553.11,2388.06,9057.64,1.3,47.35,522.18,2388.05,8137.02,8.42,0.03,392,2388,100.0,39.05,23.4765
84,2/1/2024 0:24,24,-0.0016,0.0001,100.0,518.67,642.4,1587.17,1406.37,14.62,21.61,554.03,2388.11,9053.22,1.3,47.19,521.88,2388.06,8137.82,8.4513,0.03,393,2388,100.0,38.8,23.332
85,2/1/2024 0:24,24,-0.0001,0.0004,100.0,518.67,642.26,1587.07,1407.72,14.62,21.61,553.37,2388.12,9047.08,1.3,47.5,521.64,2388.21,8130.01,8.4226,0.03,392,2388,100.0,38.72,23.3375
86,2/1/2024 0:24,24,-0.0043,0.0006,100.0,518.67,642.57,1580.16,1404.77,14.62,21.61,554.31,2388.09,9056.7,1.3,47.37,521.86,2388.09,8134.15,8.429,0.03,391,2388,100.0,38.96,23.3189
87,2/1/2024 0:24,24,0.0005,0.0005,100.0,518.67,642.23,1581.51,1403.11,14.62,21.6,554.22,2388.05,9069.98,1.3,47.18,522.1,2387.99,8143.42,8.3777,0.03,393,2388,100.0,39.01,23.4124
88,2/1/2024 0:24,24,-0.0008,-0.0003,100.0,518.67,642.55,1590.91,1407.58,14.62,21.61,553.88,2388.13,9043.56,1.3,47.83,521.53,2388.12,8124.69,8.4455,0.03,392,2388,100.0,39.01,23.2332
89,2/1/2024 0:24,24,-0.0014,-0.0004,100.0,518.67,642.31,1586.7,1407.05,14.62,21.61,553.58,2388.05,9046.02,1.3,47.45,521.55,2388.04,8122.33,8.4007,0.03,393,2388,100.0,38.75,23.2626
90,2/1/2024 0:24,24,0.0061,0.0002,100.0,518.67,642.43,1594.95,1409.68,14.62,21.61,553.76,2388.08,9053.41,1.3,47.44,521.84,2388.08,8132.39,8.3756,0.03,393,2388,100.0,38.83,23.3114
91,2/1/2024 0:24,24,-0.0032,-0.0001,100.0,518.67,642.67,1591.03,1410.95,14.62,21.61,553.22,2388.14,9046.61,1.3,47.56,521.15,2388.11,8130.37,8.4632,0.03,393,2388,100.0,38.71,23.1924
92,2/1/2024 0:24,24,0.0001,0.0,100.0,518.67,643.02,1596.88,1410.07,14.62,21.61,552.91,2388.17,9041.01,1.3,47.61,521.28,2388.18,8123.49,8.4403,0.03,393,2388,100.0,38.65,23.1817
93,2/1/2024 0:24,24,-0.0005,0.0005,100.0,518.67,641.98,1585.88,1400.79,14.62,21.61,553.19,2388.01,9065.21,1.3,47.45,521.32,2388.12,8137.37,8.4424,0.03,393,2388,100.0,38.8,23.3136
94,2/1/2024 0:24,24,-0.001,0.0003,100.0,518.67,642.32,1591.24,1413.07,14.62,21.61,553.27,2388.05,9059.33,1.3,47.63,521.25,2388.11,8139.41,8.4382,0.03,394,2388,100.0,38.65,23.2466
95,2/1/2024 0:24,24,-0.0013,0.0001,100.0,518.67,642.41,1584.77,1401.89,14.62,21.61,553.54,2388.11,9043.27,1.3,47.19,521.81,2388.08,8131.9,8.3819,0.03,392,2388,100.0,39.04,23.2683
96,2/1/2024 0:24,24,-0.0006,-0.0004,100.0,518.67,642.21,1588.31,1401.18,14.62,21.61,555.11,2388.02,9064.99,1.3,47.28,522.39,2388.02,8147.96,8.3922,0.03,391,2388,100.0,39.04,23.449
97,2/1/2024 0:24,24,0.0022,-0.0002,100.0,518.67,642.24,1588.31,1396.2,14.62,21.61,555.47,2388.03,9068.74,1.3,47.32,522.32,2388.05,8146.56,8.4148,0.03,393,2388,100.0,39.06,23.4441
98,2/1/2024 0:24,24,-0.0027,-0.0001,100.0,518.67,642.49,1593.8,1403.73,14.62,21.61,554.91,2388.06,9057.92,1.3,47.37,521.96,2388.1,8140.38,8.4249,0.03,394,2388,100.0,38.86,23.2957
99,2/1/2024 0:24,24,0.0,0.0003,100.0,518.67,642.32,1584.21,1397.98,14.62,21.61,554.6,2388.0,9056.0,1.3,47.1,522.99,2387.98,8139.63,8.42,0.03,392,2388,100.0,39.0,23.3728
100,2/1/2024 0:24,24,0.0006,0.0002,100.0,518.67,642.63,1582.93,1392.38,14.62,21.61,554.34,2388.07,9052.23,1.3,47.26,522.85,2388.0,8132.74,8.4041,0.03,390,2388,100.0,39.0,23.43
1,2/1/2024 0:25,25,0.0028,-0.0003,100.0,518.67,642.25,1582.43,1400.23,14.62,21.61,553.76,2388.11,9043.8,1.3,47.37,522.26,2388.08,8128.65,8.4007,0.03,393,2388,100.0,38.96,23.3785
2,2/1/2024 0:25,25,0.0014,-0.0004,100.0,518.67,643.33,1590.17,1404.7,14.62,21.61,553.24,2388.04,9052.54,1.3,47.52,521.62,2388.12,8133.08,8.4306,0.03,392,2388,100.0,38.86,23.3787
3,2/1/2024 0:25,25,-0.0,0.0002,100.0,518.67,642.52,1594.78,1407.93,14.62,21.61,552.86,2388.1,9055.62,1.3,47.69,521.53,2388.14,8133.84,8.4647,0.03,394,2388,100.0,38.87,23.2521
4,2/1/2024 0:25,25,0.0015,0.0005,100.0,518.67,641.77,1596.06,1396.85,14.62,21.61,553.89,2388.09,9047.64,1.3,47.42,521.94,2388.1,8125.7,8.4512,0.03,392,2388,100.0,38.83,23.2356
5,2/1/2024 0:25,25,0.0038,0.0002,100.0,518.67,642.78,1586.13,1403.27,14.62,21.61,553.9,2388.07,9052.65,1.3,47.54,521.49,2388.03,8133.15,8.4255,0.03,392,2388,100.0,38.83,23.3108
6,2/1/2024 0:25,25,0.0019,0.0003,100.0,518.67,642.03,1583.81,1403.7,14.62,21.61,553.44,2388.16,9056.21,1.3,47.49,521.19,2388.19,8134.19,8.4292,0.03,393,2388,100.0,38.98,23.2907
7,2/1/2024 0:25,25,0.0004,0.0003,100.0,518.67,642.13,1587.91,1409.52,14.62,21.61,554.46,2387.98,9052.69,1.3,47.26,522.47,2388.0,8133.25,8.4307,0.03,391,2388,100.0,39.06,23.5228
8,2/1/2024 0:25,25,0.0022,0.0005,100.0,518.67,642.96,1586.56,1408.36,14.62,21.61,553.6,2388.1,9046.34,1.3,47.24,521.65,2388.09,8129.86,8.4154,0.03,393,2388,100.0,38.93,23.2589
9,2/1/2024 0:25,25,0.0001,-0.0003,100.0,518.67,642.37,1587.06,1406.65,14.62,21.61,553.89,2388.11,9052.09,1.3,47.39,521.56,2388.13,8129.0,8.424,0.03,393,2388,100.0,38.83,23.3347
10,2/1/2024 0:25,25,-0.0004,-0.0002,100.0,518.67,642.45,1580.95,1394.95,14.62,21.61,554.16,2388.0,9062.6,1.3,47.17,521.84,2388.02,8146.02,8.367,0.03,391,2388,100.0,39.05,23.4341
11,2/1/2024 0:25,25,0.0005,-0.0003,100.0,518.67,642.85,1588.9,1406.17,14.62,21.61,553.13,2388.11,9042.02,1.3,47.76,521.25,2388.16,8121.75,8.4468,0.03,393,2388,100.0,38.77,23.3594
12,2/1/2024 0:25,25,-0.0031,0.0001,100.0,518.67,642.78,1580.37,1398.24,14.62,21.61,553.67,2388.0,9060.39,1.3,47.47,521.94,2388.07,8135.22,8.4213,0.03,391,2388,100.0,39.11,23.423
13,2/1/2024 0:25,25,-0.001,0.0002,100.0,518.67,641.86,1579.71,1395.53,14.62,21.61,554.43,2387.99,9060.62,1.3,47.13,522.19,2388.01,8150.0,8.3803,0.03,394,2388,100.0,38.98,23.3306
14,2/1/2024 0:25,25,0.0047,0.0004,100.0,518.67,642.56,1586.48,1403.99,14.62,21.61,553.32,2388.16,9040.89,1.3,47.62,521.71,2388.17,8115.83,8.4079,0.03,392,2388,100.0,38.85,23.2271
15,2/1/2024 0:25,25,0.0003,0.0,100.0,518.67,642.27,1584.31,1397.56,14.62,21.61,554.28,2388.11,9055.25,1.3,47.12,521.84,2388.05,8135.5,8.3877,0.03,389,2388,100.0,38.93,23.454
16,2/1/2024 0:25,25,0.0005,0.0005,100.0,518.67,642.0,1586.84,1392.29,14.62,21.61,554.41,2388.01,9053.57,1.3,47.17,522.63,2388.01,8132.44,8.4128,0.03,391,2388,100.0,39.0,23.4144
17,2/1/2024 0:25,25,0.0002,-0.0003,100.0,518.67,641.83,1588.54,1401.12,14.62,21.61,553.71,2388.02,9073.62,1.3,47.16,522.75,2388.0,8154.64,8.4135,0.03,390,2388,100.0,39.13,23.3522
18,2/1/2024 0:25,25,-0.0031,-0.0003,100.0,518.67,642.57,1584.97,1403.57,14.62,21.61,555.02,2387.99,9069.51,1.3,47.07,522.05,2388.05,8154.04,8.4065,0.03,392,2388,100.0,39.11,23.3318
19,2/1/2024 0:25,25,0.0009,0.0003,100.0,518.67,642.25,1588.71,1400.27,14.62,21.61,554.0,2388.02,9056.84,1.3,47.32,522.17,2388.06,8135.1,8.3867,0.03,392,2388,100.0,39.08,23.4517
20,2/1/2024 0:25,25,-0.0004,-0.0004,100.0,518.67,642.81,1584.78,1401.12,14.62,21.61,554.02,2388.0,9066.97,1.3,47.46,522.13,2388.06,8143.48,8.4288,0.03,391,2388,100.0,39.01,23.3177
21,2/1/2024 0:25,25,0.0035,-0.0001,100.0,518.67,642.12,1578.2,1394.6,14.62,21.61,554.58,2388.04,9053.52,1.3,47.33,521.84,2388.02,8132.65,8.4111,0.03,391,2388,100.0,39.07,23.3568
22,2/1/2024 0:25,25,0.0057,-0.0003,100.0,518.67,642.42,1591.2,1404.03,14.62,21.61,553.83,2388.08,9051.02,1.3,47.4,521.92,2388.15,8130.72,8.4266,0.03,392,2388,100.0,38.62,23.4868
23,2/1/2024 0:25,25,0.0017,-0.0,100.0,518.67,642.33,1586.7,1398.26,14.62,21.61,554.67,2388.1,9049.74,1.3,47.01,522.95,2388.0,8136.51,8.3792,0.03,390,2388,100.0,39.0,23.4491
